longTermAdminNm,longTermAdminSym,longTermAdminCd,hmPostNo,TelNo,siDoCd,siGunGuCd,detailAddr,ratingCd,ratingDate,ratingGrade,adminPttnName,longTermPeribRgtDt,StpRptDt,opRating,safeRating,rightRating,processRating,resultRating
(孝)효재가복지센터,34682000110,C01,,,,,,2019년 정기평가,2019-06-03,A,방문요양,2017-06-26,2017-06-26,92,100,91,91,92
북평농협재가노인복지시설,24682000116,B01,,,,,,2019년 정기평가,2019-03-11,C,방문요양,2017-12-26,2017-12-26,68,90,71,70,100
사랑재가장기요양기관,34682000094,C01,,,,,,2019년 정기평가,2019-03-11,A,방문요양,2015-08-27,2015-08-27,89,100,91,85,92
나눔재가복지센터,34682000092,C01,,,,,,2019년 정기평가,2019-04-09,E,방문요양,2015-08-03,2015-08-03,97,90,82,36,100
평화의 집 재가노인복지센터,24682000078,B01,,,,,,2019년 정기평가,2019-06-03,A,방문요양,2014-04-01,2009-03-18,100,100,91,90,100
소망장기요양센터,34682000054,C01,,,,,,2019년 정기평가,2019-04-09,A,방문요양,2011-01-03,2011-01-03,92,100,91,86,100
성도재가복지센터,34682000012,C01,,,,,,2019년 정기평가,2019-08-12,D,방문요양,2008-06-27,2008-06-24,82,55,67,45,100
북일재가장기요양센터,34682000086,C01,,,,,,2019년 정기평가,2019-04-15,A,방문요양,2014-08-18,2014-08-18,100,100,91,83,92
해남임하재가복지센터,34682000016,C01,,,,,,2019년 정기평가,2019-08-19,C,방문요양,2008-07-16,2008-07-16,82,80,82,58,100
계곡농협재가노인복지센터,34682000072,C01,,,,,,2019년 정기평가,2019-05-27,B,방문요양,2013-06-17,2013-06-17,98,90,83,76,100
소망장기요양센터,34682000054,C01,,,,,,2019년 정기평가,2019-04-09,B,방문목욕,2011-01-03,2011-01-03,95,90,86,73,88
새날을 여는집,24682000010,B03,,,,,,2019년 정기평가,2019-06-04,A,주야간보호,2008-06-24,2003-04-11,87,98,100,93,90
우리의료기,34682000102,C06,,,,,,2019년 정기평가,2019-05-27,B,복지용구,2016-04-19,2016-04-19,83,100,67,62,91
대창의료기,34682000112,C06,,,,,,2019년 정기평가,2019-03-11,C,복지용구,2017-08-24,2017-08-24,93,100,71,50,100
진도카리타스노인복지센터,24690000001,B01,,,,,,2019년 정기평가,2019-04-09,A,방문요양,2008-06-02,2008-04-14,97,100,95,84,100
진도사랑노인복지센터,24690000040,B01,,,,,,2019년 정기평가,2019-08-12,B,방문요양,2014-12-29,2014-12-29,85,90,73,68,100
지산재가복지센터,34690000044,C01,,,,,,2019년 정기평가,2019-08-12,E,방문요양,2015-12-30,2015-12-30,89,80,65,38,98
솔재가장기요양센터,34690000036,C01,,,,,,2019년 정기평가,2019-03-21,B,방문요양,2013-08-05,2013-08-05,92,80,91,71,94
행복재가노인복지센터,34690000046,C01,,,,,,2019년 정기평가,2019-08-12,B,방문요양,2016-06-09,2016-06-09,86,100,70,71,100
진도카리타스노인복지센터,24690000001,B01,,,,,,2019년 정기평가,2019-04-09,B,방문목욕,2008-06-02,2008-04-14,100,100,73,85,88
진도사랑노인복지센터,24690000040,B01,,,,,,2019년 정기평가,2019-08-12,B,방문목욕,2014-12-29,2014-12-29,86,90,78,81,100
지산재가복지센터,34690000044,C01,,,,,,2019년 정기평가,2019-08-12,B,방문목욕,2015-12-30,2015-12-30,92,80,78,73,100
솔재가장기요양센터,34690000036,C01,,,,,,2019년 정기평가,2019-03-21,B,방문목욕,2013-08-05,2013-08-05,92,90,91,76,100
행복재가노인복지센터,34690000046,C01,,,,,,2019년 정기평가,2019-08-12,B,방문목욕,2016-06-09,2016-06-09,90,100,73,70,100
이원의료기,34690000038,C06,,,,,,2019년 정기평가,2019-03-21,A,복지용구,2014-08-29,2014-08-29,94,100,75,87,91
효도사랑재가복지센터,34680000046,C01,,,,,,2019년 정기평가,2019-03-21,B,방문요양,2014-12-26,2014-12-26,89,100,76,84,100
아가페재가복지센터,34680000058,C01,,,,,,2019년 정기평가,2019-03-11,B,방문요양,2017-01-13,2017-01-13,82,100,86,73,92
용산노인복지센터,34680000048,C01,,,,,,2019년 정기평가,2019-05-27,C,방문요양,2015-01-27,2015-01-27,86,60,67,81,92
은혜노인복지센터,34680000038,C01,,,,,,2019년 정기평가,2019-05-27,A,방문요양,2010-09-20,2010-09-20,98,100,95,97,100
어버이사랑요양재가복지센터,34680000052,C01,,,,,,2019년 정기평가,2019-04-15,D,방문요양,2015-10-07,2015-10-07,65,50,75,51,92
정남진노인복지센터,34680000014,C01,,,,,,2019년 정기평가,2019-04-15,E,방문요양,2008-06-27,2008-06-27,77,80,73,21,100
참사랑장기요양센터,34680000010,C01,,,,,,2019년 정기평가,2019-03-21,A,방문요양,2008-06-02,2008-06-02,100,100,82,89,100
천관재가노인복지센터,34680000034,C01,,,,,,2019년 정기평가,2019-04-09,B,방문요양,2009-11-09,2009-11-09,92,90,73,84,100
장흥군노인요양센터,34680000012,C05,,,,,,2019년 정기평가,2019-03-20,A,방문요양,2008-06-24,2008-06-24,90,90,82,86,100
우리요양재가센터,34680000056,C01,,,,,,2019년 정기평가,2019-03-21,C,방문요양,2016-11-04,2016-10-28,80,100,100,94,100
용산노인복지센터,34680000048,C01,,,,,,2019년 정기평가,2019-05-27,C,방문목욕,2015-01-27,2015-01-27,94,90,71,63,100
은혜노인복지센터,34680000038,C01,,,,,,2019년 정기평가,2019-05-27,B,방문목욕,2010-09-20,2010-09-20,85,100,73,87,100
늘푸른재가복지센터,34680000064,C01,,,,,,2019년 정기평가,2019-04-15,C,방문간호,2017-11-01,2017-11-01,90,88,63,58,88
베스트의료기,34680000044,C06,,,,,,2019년 정기평가,2019-03-11,B,복지용구,2014-08-21,2014-08-21,93,100,71,75,100
효사랑센터,34683000022,C01,,,,,,2019년 정기평가,2019-07-16,D,방문요양,2008-12-29,2008-12-22,82,70,58,42,100
한마음 재가복지센터,34683000014,C01,,,,,,2019년 정기평가,2019-08-19,D,방문요양,2008-08-29,2008-08-29,69,60,60,43,100
신북효사랑복지센터,34683000020,C01,,,,,,2019년 정기평가,2019-09-17,E,방문요양,2008-12-17,2008-12-10,84,95,80,50,100
포근한재가노인복지센터,34683000074,C01,,,,,,2019년 정기평가,2019-06-25,B,방문요양,2015-08-12,2015-08-12,83,100,89,61,92
영암효장기요양센터,34683000054,C01,,,,,,2019년 정기평가,2019-08-05,A,방문요양,2012-03-02,2012-03-02,97,100,95,97,92
정우재가노인복지센터,24683000004,B01,,,,,,2019년 정기평가,2019-07-09,E,방문요양,2008-06-09,2006-12-07,85,70,76,33,92
군서재가장기요양센터,34683000078,C01,,,,,,2019년 정기평가,2019-08-05,C,방문요양,2016-01-22,2016-01-19,82,60,80,51,92
에덴재가노인복지센터,34683000082,C01,,,,,,2019년 정기평가,2019-08-12,B,방문요양,2017-04-28,2017-04-28,71,100,80,70,100
전남노인복지센터,34683000076,C01,,,,,,2019년 정기평가,2019-03-13,B,방문요양,2015-10-27,2015-10-27,72,95,84,70,98
우리마을노인복지센터,24683000006,B01,,,,,,2019년 정기평가,2019-05-28,A,방문요양,2008-06-09,2008-06-05,92,90,89,88,100
한마음 재가복지센터,34683000014,C01,,,,,,2019년 정기평가,2019-08-19,E,방문목욕,2008-08-29,2008-08-29,89,55,53,32,100
영암효장기요양센터,34683000054,C01,,,,,,2019년 정기평가,2019-08-05,A,방문목욕,2012-03-02,2012-03-02,100,100,100,95,88
소망장기요양센터,34683000050,C01,,,,,,2019년 정기평가,2019-04-09,A,방문목욕,2011-01-05,2011-01-05,95,100,86,89,100
신북효사랑복지센터,34683000020,C01,,,,,,2019년 정기평가,2019-09-17,E,주야간보호,2008-12-17,2008-12-10,62,91,70,76,95
정우재가노인복지센터,24683000004,B01,,,,,,2019년 정기평가,2019-07-09,C,주야간보호,2008-06-09,2006-12-07,72,89,62,75,90
영암노인참사랑요양원,34683000070,C03,,,,,,2019년 정기평가,2019-07-09,D,주야간보호,2015-03-02,2015-03-02,54,91,68,59,85
도르가,34683000010,C01,,,,,,2019년 정기평가,2019-09-17,D,주야간보호,2008-07-25,2008-07-24,83,91,62,43,90
우리마을노인복지센터,24683000006,B01,,,,,,2019년 정기평가,2019-05-28,A,주야간보호,2008-06-09,2008-06-05,93,98,87,87,95
이원건강의료기 영암점,34683000058,C06,,,,,,2019년 정기평가,2019-04-04,E,복지용구,2013-06-28,2013-06-28,33,100,71,12,75
함평원광노인복지센터,24686000001,B01,,,,,,2019년 정기평가,2019-04-23,C,방문요양,2008-06-03,2008-06-03,92,85,67,56,100
이루라재가노인복지센터,34686000068,C01,,,,,,2019년 정기평가,2019-08-20,B,방문요양,2017-01-01,2017-01-01,75,70,86,83,100
함평재가장기요양기관,34686000070,C01,,,,,,2019년 정기평가,2019-04-04,A,방문요양,2017-07-01,2017-07-01,94,90,91,92,100
한아름재가복지센터,34686000054,C01,,,,,,2019년 정기평가,2019-08-29,C,방문요양,2012-04-27,2012-04-24,73,80,78,50,100
영광행복의집재가노인복지센터,34687000036,C01,,,,,,2019년 정기평가,2019-08-06,A,방문요양,2012-07-26,2012-07-26,88,100,91,83,98
영광원광노인복지센터(재가),24687000012,B01,,,,,,2019년 정기평가,2019-04-23,C,방문요양,2009-01-05,2008-12-31,83,100,91,56,92
영광노인복지센터,24687000003,B01,,,,,,2019년 정기평가,2019-08-29,B,방문요양,2008-06-03,2008-05-26,92,100,95,75,84
사회복지법인 난원 홍농노인복지센터,24687000014,B01,,,,,,2019년 정기평가,2019-08-29,A,방문요양,2009-01-30,2009-01-21,92,100,95,93,100
영광노인복지센터,24687000003,B01,,,,,,2019년 정기평가,2019-08-29,A,방문목욕,2008-06-03,2008-05-26,100,100,95,73,100
영광원광노인복지센터(재가),24687000012,B01,,,,,,2019년 정기평가,2019-04-23,B,주야간보호,2009-01-05,2008-12-31,76,98,66,68,100
성심원노인복지센터,34687000040,C01,,,,,,2019년 정기평가,2019-07-16,B,주야간보호,2016-01-29,2016-01-29,73,90,70,75,97
영광노인복지센터,24687000003,B01,,,,,,2019년 정기평가,2019-08-29,B,주야간보호,2008-06-03,2008-05-26,93,95,100,75,97
사회복지법인 난원 홍농노인복지센터,24687000014,B01,,,,,,2019년 정기평가,2019-08-29,A,주야간보호,2009-01-30,2009-01-21,91,95,97,79,95
여민동락노인복지센터,24687000034,B01,,,,,,2019년 정기평가,2019-07-16,D,주야간보호,2011-05-02,2011-05-02,66,66,75,54,95
대성종합상사(영광복지용구사업소),34687000006,C06,,,,,,2019년 정기평가,2019-04-04,A,복지용구,2008-07-02,2008-07-02,76,100,75,100,100
로뎀재가복지센터,34671000039,C01,,,,,,2019년 정기평가,2019-08-13,A,방문요양,2009-06-17,2009-06-17,90,100,92,79,100
소망재가복지센터,34671000066,C01,,,,,,2019년 정기평가,2019-07-04,A,방문요양,2011-04-22,2011-04-22,95,80,86,82,94
성덕노인주간보호센터,34671000024,C03,,,,,,2019년 정기평가,2019-06-07,A,방문요양,2008-07-09,2008-07-09,95,100,86,85,92
두손노인복지센터,34671000054,C01,,,,,,2019년 정기평가,2019-06-18,E,방문요양,2009-12-29,2009-12-29,65,50,78,39,100
담양노인복지센터,34671000010,C01,,,,,,2019년 정기평가,2019-03-05,A,방문요양,2008-05-22,2008-05-22,88,100,96,91,100
담양노인복지센터,34671000010,C01,,,,,,2019년 정기평가,2019-03-05,B,방문목욕,2008-05-22,2008-05-22,92,100,79,84,100
담양방문간호센터,34671000068,C05,,,,,,2019년 정기평가,2019-03-05,D,방문간호,2011-06-09,2011-06-09,76,42,82,72,88
원광소규모노인종합센터,24671000030,B01,,,,,,2019년 정기평가,2019-06-07,B,주야간보호,2008-12-30,2008-12-30,83,98,79,68,100
성덕노인주간보호센터,34671000024,C03,,,,,,2019년 정기평가,2019-06-07,A,주야간보호,2008-07-09,2008-07-09,87,100,100,87,100
마실재가노인복지센터,34671000084,C01,,,,,,2019년 정기평가,2019-06-18,E,주야간보호,2015-04-01,2015-04-01,75,69,68,50,70
윤지노인재가복지센터,34688000054,C01,,,,,,2019년 정기평가,2019-07-30,E,방문요양,2014-12-31,2014-12-31,78,50,69,37,92
섬김재가노인복지센터,34688000058,C01,,,,,,2019년 정기평가,2019-06-18,E,방문요양,2015-07-07,2015-07-07,54,40,47,30,100
신세계재가노인복지센터,34688000042,C01,,,,,,2019년 정기평가,2019-07-30,B,방문요양,2012-07-23,2012-07-23,82,90,73,88,100
생명사랑재가복지센터,34688000050,C01,,,,,,2019년 정기평가,2019-06-25,A,방문요양,2014-05-18,2014-05-18,94,90,91,86,100
신세계재가노인복지센터,34688000042,C01,,,,,,2019년 정기평가,2019-07-30,B,방문목욕,2012-07-23,2012-07-23,80,100,78,87,100
효나눔재가노인복지센터,24688000064,B01,,,,,,2019년 정기평가,2019-05-30,E,단기보호,2016-06-16,2016-06-16,80,100,94,85,100
소망재가요양센터,34681000012,C01,,,,,,2019년 정기평가,2019-08-19,D,방문요양,2009-06-11,2009-06-09,97,100,78,50,100
효나루재가복지센터,34681000028,C01,,,,,,2019년 정기평가,2019-08-12,B,방문요양,2014-07-22,2014-07-22,75,80,91,70,100
하늘빛재가복지센터,34681000036,C01,,,,,,2019년 정기평가,2019-04-15,B,방문요양,2017-12-05,2017-12-05,80,95,88,78,100
강진노인복지센터,24681000003,B01,,,,,,2019년 정기평가,2019-07-29,A,방문요양,2008-06-03,2008-05-26,100,100,91,79,100
한기장재가요양센터,34681000019,C01,,,,,,2019년 정기평가,2019-07-29,B,방문요양,2010-10-04,2010-10-04,96,80,86,84,86
소망재가요양센터,34681000012,C01,,,,,,2019년 정기평가,2019-08-19,D,방문목욕,2009-06-11,2009-06-09,92,100,70,58,100
강진노인복지센터,24681000003,B01,,,,,,2019년 정기평가,2019-07-29,A,방문목욕,2008-06-03,2008-05-26,100,100,95,89,100
한기장재가요양센터,34681000019,C01,,,,,,2019년 정기평가,2019-07-29,A,방문목욕,2010-10-04,2010-10-04,100,90,100,94,88
행복한동행 재가방문간호센터,34681000034,C01,,,,,,2019년 정기평가,2019-07-29,C,방문간호,2017-01-31,2017-01-31,90,92,73,64,100
강진노인복지센터,24681000003,B01,,,,,,2019년 정기평가,2019-07-29,A,주야간보호,2008-06-03,2008-05-26,100,95,100,93,97
로뎀종합복지원,24689000044,B01,,,,,,2019년 정기평가,2019-06-05,C,방문요양,2012-11-01,2012-11-01,67,95,56,86,100
금일소망의집재가복지센터,24689000047,B01,,,,,,2019년 정기평가,2019-06-05,D,방문요양,2012-12-17,2012-12-17,77,90,86,68,100
슬로우시티청람재가장기요양센터,34689000054,C01,,,,,,2019년 정기평가,2019-06-05,B,방문요양,2014-07-01,2014-07-01,95,85,76,87,100
금당재가장기요양센터,34689000056,C01,,,,,,2019년 정기평가,2019-06-07,E,방문요양,2016-03-22,2016-03-07,73,60,63,54,100
성광노인복지센터,24689000016,B01,,,,,,2019년 정기평가,2019-08-12,A,방문요양,2008-08-01,2008-08-01,100,90,82,88,100
노인요양공동생활가정 보금자리,34689000028,C01,,,,,,2019년 정기평가,2019-06-05,C,방문요양,2009-01-13,2009-01-13,85,95,58,87,92
소규모요양시설나형완도늘푸른집,24689000005,B01,,,,,,2019년 정기평가,2019-07-29,B,방문요양,2008-06-10,2007-12-31,100,90,78,82,100
완도군노인전문요양시설고금요양원,34689000017,C01,,,,,,2019년 정기평가,2019-06-03,A,방문요양,2008-08-19,2008-08-19,94,90,91,91,92
성광노인복지센터,24689000016,B01,,,,,,2019년 정기평가,2019-08-12,A,주야간보호,2008-08-01,2008-08-01,97,91,97,84,100
고금재가노인복지센터,24689000058,B03,,,,,,2019년 정기평가,2019-06-03,A,주야간보호,2016-10-31,2016-10-31,97,98,89,93,97
완도의료기기복지용구센터,34689000038,C06,,,,,,2019년 정기평가,2019-03-21,E,복지용구,2010-09-13,2010-09-10,63,100,32,37,58
에덴재가노인복지센터,24684000002,B01,,,,,,2019년 정기평가,2019-07-02,C,방문요양,2008-06-17,2008-06-16,86,60,73,50,100
해제용학복지센터,24684000010,B01,,,,,,2019년 정기평가,2019-04-16,B,방문요양,2008-07-15,2008-07-15,88,80,78,75,100
해제용학복지센터,24684000010,B01,,,,,,2019년 정기평가,2019-04-16,B,주야간보호,2008-07-15,2008-07-15,69,92,100,76,85
남악노인복지문화센터,34684000088,C01,,,,,,2019년 정기평가,2019-03-20,C,주야간보호,2016-09-30,2016-09-30,75,78,81,63,100
세영의료기,34684000048,C06,,,,,,2019년 정기평가,2019-04-04,E,복지용구,2010-01-22,2010-01-22,90,100,67,37,100
비금노인장기요양센터,34691000058,C01,,,,,,2019년 정기평가,2019-07-03,C,방문요양,2015-10-01,2015-10-01,73,70,76,54,92
섬김재가노인복지센터,34691000060,C01,,,,,,2019년 정기평가,2019-06-04,C,방문요양,2016-06-01,2016-06-01,73,60,79,55,100
흑산재가복지요양센터,24691000052,B01,,,,,,2019년 정기평가,2019-07-03,B,방문요양,2014-09-01,2014-09-01,84,80,95,76,92
나눔재가복지센터,34691000050,C01,,,,,,2019년 정기평가,2019-07-03,B,방문요양,2014-05-02,2014-05-02,90,80,78,71,100
밀알재가복지센터,34691000062,C01,,,,,,2019년 정기평가,2019-05-27,C,방문요양,2016-10-05,2016-10-05,61,100,78,75,92
팔금노인복지센터,34691000036,C01,,,,,,2019년 정기평가,2019-05-27,D,방문요양,2010-07-01,2010-07-01,86,100,69,65,100
비금노인장기요양센터,34691000058,C01,,,,,,2019년 정기평가,2019-07-03,C,방문목욕,2015-10-01,2015-10-01,73,90,76,56,88
팔금노인복지센터,34691000036,C01,,,,,,2019년 정기평가,2019-05-27,D,방문목욕,2010-07-01,2010-07-01,72,100,73,51,100
행복65지도노인복지센터,34691000016,C03,,,,,,2019년 정기평가,2019-05-27,A,주야간보호,2008-12-01,2008-11-26,83,100,77,88,100
해바라기노인복지센터,34623000122,C01,,,,,,2019년 정기평가,2019-04-08,B,방문요양,2017-03-09,2017-03-09,84,100,84,64,100
광양중앙요양센터,34623000044,C01,,,,,,2019년 정기평가,2019-09-09,A,방문요양,2009-10-19,2009-10-19,95,100,95,97,100
광양중앙노인복지센터,34623000040,C01,,,,,,2019년 정기평가,2019-03-07,A,방문요양,2009-06-08,2009-06-08,90,100,100,90,100
더사랑 방문요양센터,34623000124,C01,,,,,,2019년 정기평가,2019-03-07,C,방문요양,2017-03-22,2017-03-22,76,85,76,67,100
빛고을광양노인복지센터,34623000036,C01,,,,,,2019년 정기평가,2019-07-15,A,방문요양,2009-04-23,2009-04-23,95,100,95,90,100
아로마재가노인복지센터,24623000020,B01,,,,,,2019년 정기평가,2019-05-23,B,방문요양,2008-08-08,2008-08-08,96,80,82,68,100
광양노인장기요양센터,34623000006,C01,,,,,,2019년 정기평가,2019-07-23,A,방문요양,2008-06-04,2008-05-28,98,100,89,75,100
광양중앙노인복지센터,34623000040,C01,,,,,,2019년 정기평가,2019-03-07,A,방문목욕,2009-06-08,2009-06-08,88,100,95,86,100
광양칠성노인요양원,24623000010,B01,,,,,,2019년 정기평가,2019-04-08,A,주야간보호,2008-05-22,2008-04-03,77,91,87,92,100
아로마재가노인복지센터,24623000020,B01,,,,,,2019년 정기평가,2019-05-23,A,주야간보호,2008-08-08,2008-08-08,90,98,83,90,100
가나의료기.독일보청기,34623000094,C06,,,,,,2019년 정기평가,2019-09-09,B,복지용구,2013-08-02,2013-08-02,83,94,64,75,91
광양의료기,34623000126,C06,,,,,,2019년 정기평가,2019-03-19,E,복지용구,2017-10-24,2017-10-24,33,94,57,18,100
구례정원노인복지센터,24673000038,B01,,,,,,2019년 정기평가,2019-09-09,C,방문요양,2013-08-12,2013-08-12,85,50,84,59,92
